wav_filename,wav_filesize,transcript
conv_892.wav,705644,car_horn
conv_893.wav,705644,children_playing
conv_894.wav,529280,engine_idling
conv_896.wav,1152080,engine_idling
conv_898.wav,705644,drilling
conv_899.wav,768044,siren
conv_900.wav,705644,air_conditioner
conv_901.wav,705644,dog_bark
conv_904.wav,705644,dog_bark
conv_905.wav,705644,dog_bark
conv_906.wav,62218,dog_bark
conv_907.wav,128044,car_horn
conv_911.wav,705644,dog_bark
conv_912.wav,1152080,siren
conv_913.wav,1411258,jackhammer
conv_914.wav,705644,car_horn
conv_915.wav,768044,dog_bark
conv_916.wav,1058480,engine_idling
conv_919.wav,1152080,drilling
conv_921.wav,705644,street_music
conv_922.wav,1152080,siren
conv_923.wav,1152080,siren
conv_925.wav,1152080,street_music
conv_926.wav,705644,street_music
conv_927.wav,705644,car_horn
conv_928.wav,705644,car_horn
conv_929.wav,1152080,dog_bark
conv_930.wav,45596,dog_bark
conv_932.wav,705644,engine_idling
conv_933.wav,1152080,engine_idling
conv_937.wav,705644,engine_idling
conv_938.wav,705644,street_music
conv_941.wav,200984,jackhammer
conv_943.wav,705644,siren
conv_945.wav,410188,jackhammer
conv_946.wav,128044,street_music
conv_948.wav,705644,drilling
conv_951.wav,259352,dog_bark
conv_952.wav,280556,dog_bark
conv_953.wav,705644,street_music
conv_954.wav,265728,car_horn
conv_955.wav,1536058,engine_idling
conv_956.wav,1152080,jackhammer
conv_957.wav,768044,children_playing
conv_959.wav,705644,drilling
conv_963.wav,388124,gun_shot
conv_964.wav,56060,dog_bark
conv_965.wav,768044,air_conditioner
conv_971.wav,705644,jackhammer
conv_972.wav,1058480,engine_idling
conv_973.wav,705644,children_playing
conv_975.wav,101796,gun_shot
conv_977.wav,352844,siren
conv_978.wav,705644,children_playing
conv_979.wav,147584,drilling
conv_980.wav,447220,jackhammer
conv_985.wav,705644,air_conditioner
conv_986.wav,185476,jackhammer
conv_987.wav,705644,siren
conv_990.wav,384044,drilling
conv_991.wav,1152080,street_music
conv_995.wav,705644,drilling
conv_996.wav,705644,street_music
conv_1000.wav,705644,street_music
conv_1001.wav,705644,air_conditioner
conv_1003.wav,2304080,dog_bark
conv_1004.wav,705644,air_conditioner
conv_1006.wav,705644,jackhammer
conv_1007.wav,128044,car_horn
conv_1008.wav,70288,car_horn
conv_1014.wav,220544,children_playing
conv_1015.wav,768044,street_music
conv_1017.wav,1152080,siren
conv_1018.wav,705644,street_music
conv_1021.wav,576080,dog_bark
conv_1022.wav,705644,children_playing
conv_1024.wav,1152080,children_playing
conv_1025.wav,705644,jackhammer
conv_1026.wav,283568,gun_shot
conv_1027.wav,705644,children_playing
conv_1028.wav,705644,engine_idling
conv_1029.wav,705644,street_music
conv_1030.wav,576080,jackhammer
conv_1032.wav,705644,street_music
conv_1034.wav,1010678,dog_bark
conv_1036.wav,1152080,engine_idling
conv_1038.wav,187124,dog_bark
conv_1040.wav,1058480,children_playing
conv_1042.wav,705644,jackhammer
conv_1043.wav,768044,air_conditioner
conv_1044.wav,705644,street_music
conv_1045.wav,705644,engine_idling
conv_1047.wav,705644,car_horn
conv_1048.wav,768044,air_conditioner
conv_1049.wav,705644,drilling
conv_1051.wav,705644,children_playing
conv_1052.wav,384044,drilling
conv_1054.wav,705644,children_playing
conv_1055.wav,527480,jackhammer
conv_1056.wav,705644,children_playing
conv_1058.wav,705644,jackhammer
conv_1059.wav,47488,gun_shot
conv_1061.wav,2304080,street_music
conv_1062.wav,471284,jackhammer
conv_1063.wav,705644,air_conditioner
conv_1066.wav,768044,air_conditioner
conv_1068.wav,705644,siren
conv_1069.wav,768044,siren
conv_1070.wav,705644,engine_idling
conv_1071.wav,768044,drilling
conv_1072.wav,705644,children_playing
conv_1074.wav,705644,engine_idling
conv_1076.wav,705644,dog_bark
conv_1077.wav,768044,engine_idling
conv_1078.wav,705644,car_horn
conv_1079.wav,2304080,engine_idling
conv_1080.wav,705644,street_music
conv_1082.wav,436346,dog_bark
conv_1083.wav,705644,street_music
conv_1085.wav,2304080,engine_idling
conv_1087.wav,768044,air_conditioner
conv_1088.wav,705644,air_conditioner
conv_1089.wav,705644,air_conditioner
conv_1090.wav,768044,jackhammer
conv_1091.wav,1152080,street_music
conv_1092.wav,705644,children_playing
conv_1096.wav,768044,air_conditioner
conv_1098.wav,1152080,children_playing
conv_1100.wav,705644,air_conditioner
conv_1105.wav,705644,car_horn
conv_1106.wav,768044,children_playing
conv_1112.wav,705644,street_music
conv_1113.wav,705644,drilling
conv_1115.wav,705644,air_conditioner
conv_1116.wav,705644,siren
conv_1118.wav,1152080,dog_bark
conv_1119.wav,768044,siren
conv_1120.wav,176444,dog_bark
conv_1126.wav,705644,air_conditioner
conv_1129.wav,705644,street_music
conv_1131.wav,705644,engine_idling
conv_1133.wav,1536044,street_music
conv_1134.wav,1058480,street_music
conv_1137.wav,1058480,air_conditioner
conv_1139.wav,1536058,engine_idling
conv_1143.wav,2304080,street_music
conv_1145.wav,705644,jackhammer
conv_1147.wav,705644,children_playing
conv_1148.wav,1152080,engine_idling
conv_1149.wav,2304080,drilling
conv_1150.wav,705644,drilling
conv_1151.wav,705644,children_playing
conv_1152.wav,2304080,jackhammer
conv_1156.wav,705644,children_playing
conv_1157.wav,768044,siren
conv_1158.wav,1058480,air_conditioner
conv_1160.wav,869840,gun_shot
conv_1162.wav,1058480,air_conditioner
conv_1168.wav,768044,air_conditioner
conv_1174.wav,705644,car_horn
conv_1175.wav,2304080,jackhammer
conv_1176.wav,2304080,jackhammer
conv_1180.wav,705644,car_horn
conv_1181.wav,705644,children_playing
conv_1182.wav,10628,car_horn
conv_1183.wav,705644,jackhammer
conv_1186.wav,465740,dog_bark
conv_1187.wav,384044,drilling
conv_1188.wav,705644,jackhammer
conv_1189.wav,619724,gun_shot
conv_1191.wav,384044,street_music
conv_1195.wav,1152080,engine_idling
conv_1200.wav,1152080,street_music
conv_1203.wav,1058480,air_conditioner
conv_1205.wav,199048,engine_idling
conv_1206.wav,1058480,children_playing
conv_1209.wav,1152080,children_playing
conv_1210.wav,355968,engine_idling
conv_1214.wav,1058480,street_music
conv_1217.wav,1152080,street_music
conv_1218.wav,1152080,siren
conv_1219.wav,46124,car_horn
conv_1220.wav,446336,drilling
conv_1224.wav,705644,siren
conv_1226.wav,705644,siren
conv_1228.wav,397520,jackhammer
conv_1230.wav,768044,drilling
conv_1231.wav,120686,dog_bark
conv_1232.wav,705644,air_conditioner
conv_1235.wav,705644,jackhammer
conv_1236.wav,352844,siren
conv_1237.wav,705644,air_conditioner
conv_1240.wav,705644,drilling
conv_1241.wav,44144,siren
conv_1242.wav,768044,siren
conv_1243.wav,33560,dog_bark
conv_1244.wav,656714,gun_shot
conv_1245.wav,768044,air_conditioner
conv_1246.wav,186208,gun_shot
conv_1248.wav,705644,drilling
conv_1251.wav,768044,siren
conv_1252.wav,349060,jackhammer
conv_1255.wav,705644,engine_idling
conv_1256.wav,768044,air_conditioner
conv_1257.wav,1152080,street_music
conv_1259.wav,1152080,air_conditioner
conv_1261.wav,705644,drilling
conv_1262.wav,705644,children_playing
conv_1265.wav,1152080,dog_bark
conv_1267.wav,1152080,air_conditioner
conv_1269.wav,768044,siren
conv_1270.wav,1058480,street_music
conv_1271.wav,2304080,jackhammer
conv_1272.wav,705644,engine_idling
conv_1273.wav,526724,children_playing
conv_1275.wav,705644,engine_idling
conv_1276.wav,783440,gun_shot
conv_1277.wav,705644,children_playing
conv_1278.wav,705644,children_playing
conv_1279.wav,1152080,air_conditioner
conv_1286.wav,395564,jackhammer
conv_1287.wav,705644,dog_bark
conv_1289.wav,1152080,children_playing
conv_1292.wav,705644,air_conditioner
conv_1294.wav,768044,siren
conv_1295.wav,705644,siren
conv_1296.wav,128044,siren
conv_1297.wav,1058480,street_music
conv_1298.wav,705644,children_playing
conv_1300.wav,352844,drilling
conv_1301.wav,1152080,street_music
conv_1302.wav,705644,drilling
conv_1303.wav,705644,car_horn
conv_1305.wav,705644,siren
conv_1306.wav,705644,jackhammer
conv_1308.wav,705644,street_music
conv_1310.wav,768044,engine_idling
conv_1311.wav,705644,children_playing
conv_1312.wav,705644,engine_idling
conv_1314.wav,420560,gun_shot
conv_1316.wav,384044,street_music
conv_1317.wav,1411258,jackhammer
conv_1318.wav,705644,jackhammer
conv_1319.wav,248768,dog_bark
conv_1321.wav,2304080,jackhammer
conv_1322.wav,705644,drilling
conv_1323.wav,2304080,jackhammer
conv_1326.wav,768044,air_conditioner
conv_1327.wav,1152080,air_conditioner
conv_1328.wav,705644,drilling
